"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","119382","","","","0"
"2015/2016","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","118152","","","","0"
"2016/2017","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","118569","","","","0"
"2017/2018","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","118962","","","","0"
"2002/2003","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","150309","","","","0"
"2003/2004","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","148206","","","","0"
"2004/2005","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","145044","","","","0"
"2005/2006","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","141966","","","","0"
"2006/2007","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","138294","","","","0"
"2007/2008","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","134964","","","","0"
"2008/2009","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","132828","","","","0"
"2009/2010","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","130236","","","","0"
"2010/2011","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","128130","","","","0"
"2011/2012","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","125541","","","","0"
"2012/2013","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","122643","","","","0"
"2013/2014","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","121026","","","","0"
