"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","177678","","","","0"
"2011/2012","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","178917","","","","0"
"2012/2013","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","179289","","","","0"
"2013/2014","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","179106","","","","0"
"2014/2015","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","179733","","","","0"
"2015/2016","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","181023","","","","0"
"2016/2017","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","183015","","","","0"
"2017/2018","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","184710","","","","0"
"2002/2003","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","186894","","","","0"
"2003/2004","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","186288","","","","0"
"2004/2005","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","184353","","","","0"
"2005/2006","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","182373","","","","0"
"2006/2007","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","180045","","","","0"
"2007/2008","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","179322","","","","0"
"2008/2009","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","177963","","","","0"
"2009/2010","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","177498","","","","0"
"2010/2011","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","177678","","","","0"
"2011/2012","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","178920","","","","0"
"2012/2013","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","179292","","","","0"
"2013/2014","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","179106","","","","0"
"2014/2015","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","179736","","","","0"
"2015/2016","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","181020","","","","0"
"2016/2017","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","183015","","","","0"
"2017/2018","Manitoba","2016A000246","Public schools","Regular programs for youth","Number","223","units","0","v1001753225","8.2.2","184707","","","","0"
"2002/2003","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2003/2004","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2004/2005","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2005/2006","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2006/2007","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2008/2009","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2009/2010","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","0","","","","0"
"2010/2011","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2011/2012","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2012/2013","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2013/2014","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2014/2015","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2015/2016","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2016/2017","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2017/2018","Manitoba","2016A000246","Public schools","General programs for adults","Number","223","units","0","v1077009340","8.2.3","","..","","","0"
"2002/2003","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2003/2004","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2004/2005","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2005/2006","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2006/2007","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2008/2009","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2009/2010","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","0","","","","0"
"2010/2011","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2011/2012","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2012/2013","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2013/2014","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2014/2015","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2015/2016","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2016/2017","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2017/2018","Manitoba","2016A000246","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009341","8.2.4","","..","","","0"
"2006/2007","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","12546","","","","0"
"2007/2008","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","12780","","","","0"
"2008/2009","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","12951","","","","0"
"2009/2010","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13206","","","","0"
"2010/2011","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13398","","","","0"
"2011/2012","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13416","","","","0"
"2012/2013","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13491","","","","0"
"2013/2014","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13515","","","","0"
"2014/2015","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13641","","","","0"
"2015/2016","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13833","","","","0"
"2016/2017","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","13818","","","","0"
"2017/2018","Manitoba","2016A000246","Private/independent schools","Total, program type","Number","223","units","0","v1001753226","8.3.1","14196","","","","0"
"2006/2007","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","12543","","","","0"
"2007/2008","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","12780","","","","0"
"2008/2009","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","12951","","","","0"
"2009/2010","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13203","","","","0"
"2010/2011","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13398","","","","0"
"2011/2012","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13416","","","","0"
"2012/2013","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13491","","","","0"
"2013/2014","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13512","","","","0"
"2014/2015","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13641","","","","0"
"2015/2016","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13833","","","","0"
"2016/2017","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","13815","","","","0"
"2017/2018","Manitoba","2016A000246","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753227","8.3.2","14196","","","","0"
"2006/2007","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","0","","","","0"
"2008/2009","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","0","","","","0"
"2009/2010","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","0","","","","0"
"2010/2011","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2011/2012","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2012/2013","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2013/2014","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2014/2015","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2015/2016","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2016/2017","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2017/2018","Manitoba","2016A000246","Private/independent schools","General programs for adults","Number","223","units","0","v1077009342","8.3.3","","..","","","0"
"2006/2007","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","0","","","","0"
"2008/2009","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","0","","","","0"
"2009/2010","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","0","","","","0"
"2010/2011","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2011/2012","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2012/2013","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2013/2014","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2014/2015","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2015/2016","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2016/2017","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2017/2018","Manitoba","2016A000246","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009343","8.3.4","","..","","","0"
"2006/2007","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1176","","","","0"
"2007/2008","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1236","","","","0"
"2008/2009","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1290","","","","0"
"2009/2010","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1677","","","","0"
"2010/2011","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1635","","","","0"
"2011/2012","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","1815","","","","0"
"2012/2013","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","2388","","","","0"
"2013/2014","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","2808","","","","0"
"2014/2015","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","2964","","","","0"
"2015/2016","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","3276","","","","0"
"2016/2017","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","3390","","","","0"
"2017/2018","Manitoba","2016A000246","Home-schooling","Total, program type","Number","223","units","0","v1001753228","8.4.1","3639","","","","0"
"2006/2007","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1176","","","","0"
"2007/2008","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1236","","","","0"
"2008/2009","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1290","","","","0"
"2009/2010","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1677","","","","0"
"2010/2011","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1635","","","","0"
