"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2010/2011","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Private/independent schools","Total, program type","Number","223","units","0","v1077009378","13.3.1","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Private/independent schools","Regular programs for youth","Number","223","units","0","v1077009379","13.3.2","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Private/independent schools","General programs for adults","Number","223","units","0","v1077009380","13.3.3","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009381","13.3.4","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009381","13.3.4","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009381","13.3.4","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009381","13.3.4","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009381","13.3.4","","..","","","0"
